Source,Set,t0,u0,te,rho,s,q,alpha,piEN,piEE,t0_err,u0_err,te_err,rho_err,s_err,q_err,alpha_err,piEN_err,piEE_err,piE,piE_err,piE_err_MC,mass_thetaE,mass_mu,mass_thetaS,err_mass_thetaE_NotMC,mass_err_thetaE,mass_err_mu,mass_err_thetaS,chichi,dof
61,1,2462986.676061215,0.7798581029265517,601.5919334050208,4.474953025737653e-05,2.16395497561329,0.00017538902886553526,0.4772452556397662,0.0023903939261689998,-0.023362333330686547,6.98542539020769,0.0859841846866851,49.13675918161775,1.0795534452499174,0.11806343011681976,4.412062687956693e-05,0.014233437947867375,0.000736318658273703,0.00302188492100278,0.023458108167335148,0.00024265447482729573,,,,,,,,,42453.9793132177,41557
66,1,2462913.277780152,2.9091245192325808,88.61665979886678,0.0011991217937850273,0.31331802457127444,0.0006250113193504348,3.1415926535897674,0.0028773627678926957,5.1275059551053126e-11,11.465672072968168,0.05279827065457952,5.22992926424283,2235.754103376459,24.719466962444706,0.36942790432015393,140.20851581149643,0.01846604562192482,0.033642921972203255,0.0029507002874678244,0.011318480051742071,,,,,,,,,40978.63334149405,41557
67,1,2461692.263779302,0.20815766445547018,230.12448222753602,0.000506833650365092,0.1724010324962027,7.757754349593541e-11,0.09416173193903546,2.338513344258226e-05,5.059044629978779e-18,48.59881341009529,1.6124547403494676,1076.61009551185,1449.140404416615,14941.215247917626,1.2885430379374232,14220.16060687901,1.3189072762819276,0.2658373588585654,5.445953469948065e-06,1.0968073641518379,,,,,,,,,47930.822085957334,41557
68,1,2462608.732184065,3.3715333210627643,256.60039272014603,3.4894674281376334e-05,0.0005666335426766329,2.4486508529923377e-05,1.3303861568961892,0.0030790579482468487,7.099986260518607e-13,1094.242487209475,1.4958753825448425,969.2747245771188,422424.9330663475,220115.25281407774,200405.4631049835,307881.5880663776,0.33489638558627016,1.3920609470933223,0.003079057950171112,0.5453932125164709,,,,,,,,,694985221.6182349,41557
76,1,2461834.675629169,2.060337545252022,636.8342805327599,8.357081868431482e-08,0.9737440121464115,0.0004935061106099082,3.120699488402174,7.1489926245697455e-25,-0.06365343843610138,175.99702239324105,0.6637381283693353,834.9177122289881,13895.565474690355,738.7516056570374,0.34434825454041385,2527.732697116753,0.0018239997716338677,0.0801120596531153,0.06365343843610138,0.06357478811744442,,,,,,,,,1780786.1158963484,41557
77,1,2461981.7298287502,0.40792551141104894,362.7731562754722,5.074575197773619e-05,0.6366074041044218,2.8310053211321774e-05,2.530369887444775,0.003942704656109827,5.279081659186824e-07,14.392411248930678,0.06768869227617814,15.770082860517446,9.047459061323023,10.419370220932647,0.06546047738031074,26.26506909785599,0.004319119476694025,0.003148638940068273,0.005477799170940902,0.005369974376711577,,,,,,,,,41338.85395955952,41557
82,1,2463250.599492602,0.056668623043810575,1173.5853753859785,2.2949730155974138e-05,0.10392589383508766,0.0002668194819849593,0.783376102643627,9.173322120662038e-35,0.04820343005909553,4536.950250714099,3.075478188450396,9105.408331483759,3027.6676778246133,4311.292539157194,924.0851984482103,4213.215757342185,0.06587509121607507,0.34888054992075396,0.05571405624095314,0.5529467527181374,,,,,,,,,41477.583955261405,41557
83,1,2462123.2972280355,1.1829669621428804,414.7750828726778,0.0001733721980745104,0.4360376185256341,0.00026019591011059947,8.078421309587313e-12,0.014743362822031198,-5.619083286930149e-24,273.3111758671414,28.90271257927279,7161.062007217643,1.49254297607375,84.29411054113369,1.2218410715323915,788.8536586654668,0.1707671410751031,0.07960389323283522,0.014743121084562754,5.273602138265522e-09,,,,,,,,,20844721.704716273,41557
87,1,2461746.0796921058,1.071718440322319,285.89907273755335,2.7980399709126462e-08,4.582407167957535,0.0014083131893773417,0.0024095518212546786,0.07654772612198998,-0.033511239096423465,1010.5024343975458,1.6221554887909106,283.14019359555556,1167.332109481999,526.5531375994052,0.6667943777210439,110.57605518415438,0.045460790233349424,0.04213669845788962,0.07028321606307338,0.008803016852851652,,,,,,,,,48888.93128237603,41557
89,1,2462541.1002422683,0.37017420086860686,158.29276280152604,2.3330715058160832e-06,3.0666960252114084,0.0004919882827215507,3.080856357246297,0.012306251945255024,-0.020256525468804028,2.657525085426444,0.5477886948736894,134.76835214838133,9643.820980870776,1.8417551766180418,0.005006359067331785,0.8430001860559247,0.3069821686058592,0.06262967523022908,0.024044449121027815,0.20674114833488624,,,,,,,,,101911.7440111857,41557
91,1,2462982.036741593,3.0853065946955063,192.15939817504713,3.2951842309658035e-09,0.24614491861598295,0.0009599626597516795,3.141544509562821,0.0047742060909958155,7.945577116369965e-20,380.5855083179262,6.669079034218487,366.4604030608625,39288.394190477884,96.47338714323871,3.240849222775839,800.1740605435184,0.0832684386939242,0.21713225743809322,0.004594687800745046,0.0045933585135314444,,,,,,,,,41923.545472938335,41557
